"age_n","isotope","id","zeros"
3,"d15N","T15",0.76949404012576
3,"d15N","T15",0.835451295608046
3,"d15N","T15",0.879490623307025
3,"d15N","T15",0.910166816106733
3,"d15N","T15",0.936090866520849
3,"d15N","T15",0.943715442230983
3,"d15N","T6",0.216578092337444
3,"d15N","T6",0.241513412518351
3,"d15N","T6",0.359167222741225
3,"d15N","T6",0.44616108797105
3,"d15N","T6",0.522791740299129
3,"d15N","T6",0.532966236968682
3,"d15N","T6",0.577263815835243
3,"d15N","T6",0.643931658894657
3,"d15N","T6",0.656362662990424
3,"d15N","T6",0.670264567126133
3,"d15N","T6",0.678863401217878
3,"d15N","T6",0.688046218916605
3,"d15N","T6",0.710621385991223
3,"d15N","T6",0.72940348140476
3,"d15N","T6",0.763687741709224
3,"d15N","T6",0.799957397293077
3,"d15N","T6",0.871196097759458
3,"d15N","T6",0.904052780711332
3,"d15N","T11",0.00600801068090784
3,"d15N","T11",0.0209015522966491
3,"d15N","T11",0.109667557917379
3,"d15N","T11",0.12725055469649
3,"d15N","T11",0.154704969466318
3,"d15N","T11",0.2350566850388
3,"d15N","T11",0.274654598785814
3,"d15N","T11",0.376696117462971
3,"d15N","T11",0.406368964351417
3,"d15N","T11",0.470461367970852
3,"d15N","T11",0.554186957002167
3,"d15N","T11",0.59528014169324
3,"d15N","T11",0.636038769649499
3,"d15N","T11",0.653207370620302
3,"d15N","T11",0.66239647467084
3,"d15N","T11",0.683249459237386
3,"d15N","T11",0.782050503540239
3,"d15N","T11",0.852678331930157
3,"d15N","T11",0.862667335187699
3,"d15N","T11",0.903740343409502
3,"d15N","T11",0.92326725474999
3,"d15N","T11",0.936757746067422
4,"d15N","T7",0.0138888888888888
4,"d15N","T7",0.157672226266779
4,"d15N","T7",0.176341733129427
4,"d15N","T7",0.188202255384856
4,"d15N","T7",0.212537794304393
4,"d15N","T7",0.299183342719216
4,"d15N","T7",0.398269091974146
4,"d15N","T7",0.441071078175318
4,"d15N","T7",0.445751744446231
4,"d15N","T7",0.500341475220996
4,"d15N","T7",0.532016321787167
4,"d15N","T7",0.56959152761736
4,"d15N","T7",0.584449949398545
4,"d15N","T7",0.597116466805295
4,"d15N","T7",0.609398470528648
4,"d15N","T7",0.650479961396012
4,"d15N","T7",0.711920063492053
4,"d15N","T7",0.754923695636153
4,"d15N","T7",0.785231803861981
4,"d15N","T7",0.803550429904641
4,"d15N","T7",0.815612190495634
4,"d15N","T7",0.828478960110031
4,"d15N","T7",0.847111757860408
4,"d15N","T7",0.869623298859646
4,"d15N","T7",0.924127452889119
4,"d15N","T7",0.966482797875803
4,"d15N","T32",0.0710054856296978
4,"d15N","T32",0.115254362498603
4,"d15N","T32",0.139625465329489
4,"d15N","T32",0.236607581895889
4,"d15N","T32",0.249751355542912
4,"d15N","T32",0.268217160081076
4,"d15N","T32",0.360399422773362
4,"d15N","T32",0.43084501747926
4,"d15N","T32",0.506060606060606
4,"d15N","T32",0.569107216564684
4,"d15N","T32",0.585224005257959
4,"d15N","T32",0.621502440056034
4,"d15N","T32",0.634506791257085
4,"d15N","T32",0.662917288652456
4,"d15N","T32",0.736411462886303
4,"d15N","T32",0.745022177912861
4,"d15N","T32",0.754132048724054
4,"d15N","T32",0.810578643166762
4,"d15N","T32",0.884000705386895
4,"d15N","T32",0.939720428493049
